imdb_score,movie_id,release_year,movie_title_length,aspect_ratio,genres_length,distributor_length,actor1_length,is_Miramax,is_Nov,is_Dec,comput,campus,holiday,riot,terror,escap,wish,love,action,adventure,scifi,thriller,western,sport,horror,drama,war,crime,documentary,biography,fantasy,comedy,family,movie_budget,duration,nb_news_articles,movie_meter_IMDBpro,nb_faces,actor3_star_meter,animation,actor1_star_meter,R,PG-13,Approved,TV-G,TV-14,is_color
7.2,2011,1999,21,1.85,13,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23000000,102,3,46892,0,18094,0,4729,1,0,0,0,0,1
6.4,2013,1977,19,2.35,6,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15000000,108,147,3608,0,136,0,3251,1,0,0,0,0,1
6.8,2019,2002,10,2.35,20,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,48000000,112,829,3293,0,9955,0,364,1,0,0,0,0,1
7.2,2040,2010,11,2.35,36,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,35000000,123,862,5359,0,2392,0,1666,0,0,0,0,0,1
7,2046,2011,10,2.35,5,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000000,129,45,10532,7,25425,0,20642,0,1,0,0,0,1
8.6,2057,1998,18,1.85,11,15,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7500000,101,618,1059,2,3818,0,2301,1,0,0,0,0,0
5.7,2059,2012,7,2.35,11,23,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17000000,116,574,15635,7,7445,0,2814,0,1,0,0,0,1
6.8,2080,2006,11,2.35,27,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,10000000,96,160,19929,0,4125,0,1227,1,0,0,0,0,1
7.3,2081,2011,12,2.35,12,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10000000,129,100,16755,0,5892,0,2423,0,1,0,0,0,1
6.8,2082,2011,6,1.85,18,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5000000,99,924,8763,1,97106,0,273,0,1,0,0,0,1
7.9,2084,1989,18,1.85,5,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6500000,120,1032,2953,2,5934,0,12386,1,0,0,0,0,1
7.5,2086,2003,10,2.35,21,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,22000000,139,167,5677,0,7910,0,1739,1,0,0,0,0,1
3.7,2090,2009,37,2.35,35,23,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,18000000,96,253,5298,2,29790,0,3474,0,1,0,0,0,1
5.3,2096,1985,15,1.85,15,24,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10000000,107,51,17330,1,15926,0,7460,1,0,0,0,0,1
7.8,2101,1997,7,2.35,21,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,36000000,106,874,2510,2,5807,0,6426,0,1,0,0,0,1
5.6,2118,2015,9,2.35,27,11,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,30000000,92,24,75716,0,3559,0,304,1,0,0,0,0,1
7.7,2128,2009,11,2.35,5,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35000000,122,94,9511,1,3555,0,2038,1,0,0,0,0,1
6.1,2131,1983,10,1.85,19,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4000000,95,392,3161,0,13442,0,7306,1,0,0,0,0,1
7.7,2149,2012,4,2.35,32,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,44500000,130,6786,2013,1,1816,0,2048,1,0,0,0,0,1
7.3,2155,2006,12,1.85,12,12,12,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,35000000,96,1103,3518,0,2586,0,336,0,1,0,0,0,1
6.8,2157,2011,11,2.35,14,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32500000,131,7680,1266,6,25946,0,5440,1,0,0,0,0,1
7.7,2160,2015,5,2.35,11,12,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,35000000,133,2227,400,1,2614,0,151,0,1,0,0,0,1
6.3,2173,1997,24,2.35,14,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46000000,105,297,3905,1,1635,0,513,0,1,0,0,0,1
6.3,2175,2002,10,2.35,28,11,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,28000000,93,47,10917,2,15473,0,2312,1,0,0,0,0,1
5.5,2181,1988,19,2.35,23,18,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,15800000,108,25,4108,1,11744,0,213878,0,0,0,0,0,1
8.4,2182,1986,6,1.85,23,21,13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18500000,154,3756,798,1,2480,0,1232,1,0,0,0,0,1
6.4,2192,2013,12,1.85,12,12,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40000000,113,604,5569,1,104975,0,379,0,1,0,0,0,1
6,2197,1990,16,1.85,19,18,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,26000000,111,348,3818,4,1319,0,6237,0,1,0,0,0,1
6.4,2207,2005,5,2.35,29,21,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3200000,95,674,7955,0,4433,0,1339,1,0,0,0,0,1
5.9,2209,1994,14,1.85,35,21,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,50000000,99,26,7852,1,4433,0,5089,0,0,0,0,0,1
8.1,2211,2011,8,1.85,5,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25000000,146,5711,858,2,2337,0,18,0,1,0,0,0,1
5.1,2214,2009,12,2.35,14,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16000000,101,1067,6457,2,1736,0,4096,1,0,0,0,0,1
6.8,2222,1990,18,2.35,38,25,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,20000000,119,31,8060,1,370,0,864,0,1,0,0,0,1
5.5,2227,2012,6,2.35,27,16,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,35000000,96,285,9468,1,2919,0,133,1,0,0,0,0,1
5.2,2230,2015,12,2.39,22,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10000000,112,0,849550,0,13521,0,4233,1,0,0,0,0,1
4.9,2232,1983,12,2.35,20,12,13,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,39000000,125,307,5455,1,8514,0,3124,0,0,0,0,0,1
8,2236,2012,31,1.85,13,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13000000,102,2213,1087,2,1850,0,1399,0,1,0,0,0,1
5.7,2238,2013,17,1.85,11,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4800000,90,1964,3364,1,11621,0,215,1,0,0,0,0,1
5.9,2239,2005,9,1.85,14,29,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35000000,105,1754,7848,2,8725,0,2349,0,1,0,0,0,1
7.6,2244,2006,8,2.35,22,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2800000,107,191,5344,2,12271,0,4719,1,0,0,0,0,1
7.8,2251,2012,16,1.85,30,34,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,16000000,94,3294,1546,2,6492,0,254,0,1,0,0,0,1
5.9,2255,1999,15,1.85,20,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,50000000,95,122,13973,1,3111,0,254,1,0,0,0,0,1
7.4,2257,2003,15,1.85,13,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13500000,107,746,8850,2,7094,0,913,0,1,0,0,0,1
6.4,2258,2015,8,2.35,20,29,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,50000000,137,527,3153,3,24254,0,20,1,0,0,0,0,1
6.3,2267,1971,34,2.35,13,21,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2500000,98,59,16389,0,5299,0,4665,0,0,0,0,0,1
5.4,2271,2010,26,2.35,27,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,10000000,100,82,49699,1,22210,0,6119,0,1,0,0,0,1
5.8,2283,2001,15,2.35,28,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,30000000,106,175,10764,1,3887,0,4046,0,1,0,0,0,1
6.7,2288,1987,20,2.35,25,14,13,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,30000000,130,317,3624,1,9244,0,7626,0,0,0,0,0,1
6.3,2290,2011,13,1.85,5,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2500000,109,431,10965,0,12146,0,4495,1,0,0,0,0,1
6.5,2310,1999,3,2.35,16,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40000000,123,1,4621,1,11529,0,133,1,0,0,0,0,1
2.9,2311,2007,14,1.85,13,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6000000,89,91,17026,2,6688,0,2203,0,0,0,0,0,1
5.5,2327,2006,21,1.85,14,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12000000,103,219,8888,2,3512,0,5481,0,1,0,0,0,1
7.6,2332,2014,25,1.85,37,15,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1000000,91,21,60357,1,486267,0,3787346,0,0,0,0,0,1
7.4,2333,2014,11,1.85,11,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8000000,104,764,3823,1,58859,0,2094,1,0,0,0,0,1
6.4,2340,2002,16,1.85,27,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,55000000,109,77,11319,2,13397,0,566,1,0,0,0,0,1
5.7,2352,2002,23,2.35,28,15,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,14000000,95,48,9736,2,95437,0,7445,1,0,0,0,0,1
7.3,2354,2011,10,2.35,20,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,850000,88,15,34984,1,19619,0,16962,1,0,0,0,0,1
5.9,2355,2013,8,2.35,40,20,13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,40000000,125,1764,2955,3,2769,0,14928,0,1,0,0,0,1
6,2360,2001,25,1.85,47,18,12,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,30000000,82,29,9994,0,3925,1,4570,0,0,0,0,0,1
7.1,2363,2010,25,1.78,11,43,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2500000,80,1,183492,0,52537,0,13026,1,0,0,0,0,1
7.3,2370,2008,23,2.35,5,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11000000,110,294,6146,5,3638,0,8126,0,1,0,0,0,1
7.7,2382,2007,16,1.85,22,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25000000,96,68,3276,1,7842,0,719,1,0,0,0,0,1
8.3,2385,1973,9,1.85,18,18,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5500000,129,388,1965,0,8327,0,7446,0,0,0,0,0,1
8,2394,2010,17,1.85,31,24,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15000000,118,5641,1732,0,4025,0,987,1,0,0,0,0,1
7.4,2395,2005,13,1.85,17,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8000000,116,76,4926,1,6068,0,9142,1,0,0,0,0,1
8.1,2397,1939,16,1.37,32,25,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2800000,102,3246,1100,3,7418,0,2420,0,0,0,0,0,0
5.4,2415,1981,17,1.78,6,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20000000,98,28,15931,0,10257,0,5859,0,0,0,0,0,1
7,2419,2011,15,2.35,19,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,25000000,122,754,10803,0,2450,0,491,0,1,0,0,0,1
6.8,2431,2005,7,2.35,14,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1000000,89,91,7281,0,1826,0,135,1,0,0,0,0,1
6.9,2433,2009,8,2.35,24,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12000000,99,384,3198,1,42601,0,8937,1,0,0,0,0,1
7.5,2454,1997,12,1.85,14,7,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12000000,154,1098,2314,5,3834,0,379,1,0,0,0,0,1
7.9,2461,1990,19,1.85,15,21,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20000000,105,1542,921,0,4398,0,121,0,1,0,0,0,1
5.9,2465,2001,8,1.85,22,29,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,17700000,91,220,5732,0,5451,0,2452,0,1,0,0,0,1
7.3,2468,2011,15,2.35,12,24,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20000000,115,4575,2887,0,4706,0,210,1,0,0,0,0,1
7.5,2473,1970,17,2.35,24,21,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25000000,160,3,10307,0,2998,0,10678,0,0,0,0,0,1
5.6,2474,2006,4,1.85,23,15,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,15000000,91,28,10628,0,5905,0,1399,0,0,0,0,0,1
6.7,2476,1997,15,1.85,29,20,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,25000000,98,69,9530,2,4089,0,1037,1,0,0,0,0,1
6.6,2477,2005,15,1.85,12,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,22000000,102,214,8935,1,8215,0,133,1,0,0,0,0,1
7.7,2478,2002,13,1.85,17,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2000000,107,278,13947,0,10619,0,6856,1,0,0,0,0,1
4.7,2479,2005,19,1.85,45,20,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,50000000,101,144,6509,1,3818,0,3874,0,0,0,0,0,1
7.5,2488,1997,13,1.85,5,24,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18000000,112,363,9098,0,5350,0,3900,1,0,0,0,0,1
5.6,2509,2000,8,2.35,21,9,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,20000000,96,7731,1125,2,3834,0,281,0,1,0,0,0,1
3.3,2518,2013,9,1.78,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000000,97,939,4104,0,3480,0,5472,0,0,0,0,1,1
4.2,2519,2009,25,1.85,33,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,30000000,102,748,6013,2,3948,0,879,0,0,0,0,0,1
5.4,2526,2011,12,1.85,15,32,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6000000,90,78,42761,1,1362,0,17988,1,0,0,0,0,1
6.5,2533,2010,6,2.35,27,43,14,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,24000000,98,991,2548,1,7445,0,130,1,0,0,0,0,1
8.2,2543,2011,7,2.35,11,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,25000000,140,2356,1308,1,9751,0,20,0,1,0,0,0,1
7.1,2552,1999,7,2.35,27,18,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,50000000,90,232,4646,1,6594,0,3594,1,0,0,0,0,1
6.8,2555,2007,14,2.35,21,21,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,20000000,111,298,6366,0,5471,0,1451,1,0,0,0,0,1
4.8,2557,1998,9,2.35,22,33,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,35000000,91,36,21017,0,72941,0,6602,1,0,0,0,0,1
6.3,2559,2014,7,2.35,11,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14000000,97,240,21135,3,3378,0,170,1,0,0,0,0,1
7.6,2566,1984,36,2.35,16,18,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28000000,118,495,2258,2,1801,0,413,0,0,0,0,0,1
7,2567,1999,12,1.85,6,18,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11000000,95,3851,864,6,1552,0,1230,1,0,0,0,0,1
8.7,2584,1977,34,2.35,31,21,13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,11000000,125,60620,624,1,11084,0,413,0,0,0,0,0,1
5.4,2589,2003,12,1.85,14,21,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18000000,95,317,7302,2,9009,0,662,0,1,0,0,0,1
7.7,2594,2010,9,2.35,23,18,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,38000000,110,5649,1063,0,72092,0,150,0,1,0,0,0,1
7.1,2613,2011,15,1.85,19,21,18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,50000000,124,1296,5299,3,143,0,114,0,0,0,0,0,1
6.7,2616,1993,15,1.85,12,21,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6000000,99,25,17336,1,10278,0,22832,0,1,0,0,0,1
6.3,2627,2014,16,2.35,21,29,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15000000,108,360,4479,2,3497,0,3563,1,0,0,0,0,1
6,2630,2004,13,1.85,20,20,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,50000000,119,71,8648,1,6428,0,3450,0,1,0,0,0,1
8,2633,1968,15,1.85,12,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2300000,136,1130,2066,0,5907,0,5368,1,0,0,0,0,1
6.8,2641,1981,18,2.35,25,14,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,28000000,127,391,2111,1,8347,0,3531,0,0,0,0,0,1
7,2652,2002,6,1.85,20,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,36000000,116,134,5762,1,1247,0,341,0,1,0,0,0,1
5.4,2653,2009,10,1.85,14,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30000000,89,946,3840,2,354,0,266,0,0,0,0,0,1
6.3,2666,2001,12,1.85,12,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6000000,106,0,607044,4,7018,0,943,1,0,0,0,0,1
7.7,2667,2007,40,2.35,21,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8000000,124,6,43415,0,35076,0,6778,0,0,0,0,0,1
6.2,2667,2007,10,1.85,12,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15000000,102,6,43415,4,2028,0,18,0,1,0,0,0,1
6.4,2670,2001,8,2.35,16,18,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,48000000,112,112,4686,8,11096,0,30485,0,1,0,0,0,1
5.7,2672,2008,54,1.85,33,18,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,15000000,85,6,33543,0,53891,1,1120,0,0,0,0,0,1
8,2673,2002,19,1.85,21,23,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,52000000,141,1261,968,0,440,0,106,0,1,0,0,0,1
7.2,2674,2003,7,1.85,20,7,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,45000000,113,295,2379,0,16299,0,6259,0,1,0,0,0,0
7.2,2688,2015,10,2.35,15,18,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,30000000,122,2225,3171,0,683,0,48,1,0,0,0,0,1
7.4,2698,2004,16,2.35,22,18,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,26000000,110,2791,2303,0,4606,0,4405,1,0,0,0,0,1
6.7,2699,2011,16,1.85,13,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,32000000,139,4605,2467,0,755,0,134,0,1,0,0,0,1
7.4,2701,1998,20,1.85,6,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20000000,96,98,13919,2,2058,0,1238,1,0,0,0,0,1
5.4,2704,2015,5,1.85,20,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,37000000,105,469,3326,1,1278,0,18,0,1,0,0,0,1
7.8,2714,1980,9,1.85,6,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3500000,88,67,2013,0,12508,0,8569,0,0,0,0,0,1
6.8,2744,1991,17,1.85,14,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,38000000,99,57,1513,0,3689,0,1448,0,1,0,0,0,1
6.8,2745,1996,19,1.85,20,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1000000,86,112,23668,2,10937,0,4808,1,0,0,0,0,1
7.8,2746,1988,16,2.35,23,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,23000000,219,370,5176,0,10959,0,3271,0,1,0,0,0,1
7.6,2788,1996,9,2.35,13,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5000000,135,27,8212,2,11609,0,273,1,0,0,0,0,1
5.6,2795,2009,12,2.35,27,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,55000000,107,957,11686,2,2850,0,2450,0,0,0,0,0,1
7.5,2803,2007,4,1.85,20,21,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7500000,96,4060,2053,0,1084,0,1304,0,1,0,0,0,1
7.5,2807,2000,12,1.85,6,45,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6000000,90,751,7066,9,2690,0,5179,0,1,0,0,0,1
5.6,2810,2006,17,2.35,37,15,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,33000000,105,1186,4331,0,2912,0,1985,1,0,0,0,0,1
2.7,2839,2008,17,1.85,6,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30000000,86,285,5271,0,4595,0,3320,0,1,0,0,0,1
6.7,2840,2013,11,2.35,36,20,18,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,50000000,115,1239,2794,1,10184,0,151,1,0,0,0,0,1
8.2,2842,1988,8,2.35,15,21,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28000000,131,3311,1029,0,6203,0,864,1,0,0,0,0,1
5.8,2848,2003,18,2.35,27,12,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,30000000,101,85,6718,2,10494,0,2653,1,0,0,0,0,1
