"imdb_score","movie_id","release_year","movie_title_length","aspect_ratio","genres_length","distributor_length","actor1_length","is_Miramax","is_Nov","is_Dec","comput","campus","holiday","riot","terror","escap","wish","love","action","adventure","scifi","thriller","western","sport","horror","drama","war","crime","documentary","biography","fantasy","comedy","family","movie_budget","duration","nb_news_articles","movie_meter_IMDBpro","nb_faces","actor3_star_meter","animation","actor1_star_meter","R","PG.13","Approved","TV.G","TV.14","is_color","log_nb_news_articles","log_movie_meter_IMDBpro","log_movie_budget","log_duration"
4.4,1117,1994,16,2.35,25,12,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50000000,101,59,6570,1,6927,0,6313,1,0,0,0,0,1,4.07753744390572,8.79026911147866,17.7275335633924,4.61512051684126
8.1,1120,2008,19,2.35,5,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25000000,158,3010,1078,0,8485,0,16723,1,0,0,0,0,1,8.00969535774292,6.98286275146894,17.0343863828325,5.06259503302697
4.9,1126,2008,9,1.85,12,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16500000,114,174,8185,4,1958,0,1892,0,1,0,0,0,1,5.15905529921453,9.01005848980524,16.6188709388708,4.7361984483945
8.5,1134,1981,23,2.35,16,18,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18000000,115,3065,662,1,14907,0,413,0,0,0,0,0,1,8.02780284837031,6.49526555593701,16.7058823158604,4.74493212836325
6.3,1138,1997,5,2.35,31,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,55000000,135,461,6255,1,51633,0,22983,0,0,0,0,0,1,6.13339804299665,8.74113642290101,17.8228437431967,4.90527477843843
6.1,1139,2001,16,1.85,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10000000,90,539,2359,0,11524,0,7446,1,0,0,0,0,1,6.289715570909,7.76599307940768,16.1180956509583,4.49980967033027
4.9,1151,1981,12,1.85,6,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15000000,119,543,1286,0,3124,0,484,1,0,0,0,0,1,6.29710931993394,7.15929190479756,16.5235607590665,4.77912349311153
6.3,1163,1998,15,1.85,21,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,10000000,100,164,5349,0,2270,0,595,1,0,0,0,0,1,5.0998664278242,8.58466490653125,16.1180956509583,4.60517018598809
6.3,1167,2013,20,2.35,15,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2000000,105,89,4224,0,5000,0,4261,1,0,0,0,0,1,4.48863636973214,8.3485378253861,14.5086577385242,4.65396035015752
7,1172,2014,18,2.35,38,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,5000000,112,352,6210,1,22770,0,632,1,0,0,0,0,1,5.8636311755981,8.73391617492752,15.4249484703984,4.71849887129509
8,1188,2010,10,2.35,14,24,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,13000000,108,12449,1028,1,2586,0,264,1,0,0,0,0,1,9.42939557738179,6.93537044601511,16.3804599154258,4.68213122712422
6.7,1191,1994,10,1.66,21,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,13000000,95,121,3036,4,1054,0,1435,1,0,0,0,0,1,4.79579054559674,8.01829613851552,16.3804599154258,4.55387689160054
7.1,1193,2011,11,1.85,31,35,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,45000000,103,3067,6103,3,22605,0,7885,0,0,0,0,0,1,8.02845516411425,8.71653573254449,17.6221730477346,4.63472898822964
6.3,1199,2010,12,2.35,20,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,20000000,105,1204,7045,1,48231,0,9620,1,0,0,0,0,1,7.09340462586877,8.86007342433278,16.8112428315183,4.65396035015752
7,1208,1981,12,1.85,31,16,14,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,5000000,103,379,5722,0,11084,0,1357,0,0,0,0,0,1,5.93753620508243,8.65207367361006,15.4249484703984,4.63472898822964
6.6,1212,1999,37,2.35,29,15,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,33000000,95,206,3069,1,3736,0,9815,0,1,0,0,0,1,5.32787616878958,8.02910705461974,17.3120181194308,4.55387689160054
6.6,1236,2008,15,2.35,18,20,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20000000,110,560,3125,1,3752,0,1863,0,1,0,0,0,1,6.32793678372919,8.0471895621705,16.8112428315183,4.70048036579242
6.9,1240,2009,17,2.35,12,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,8000000,91,435,4927,0,8628,0,2999,1,0,0,0,0,1,6.07534603108868,8.50248556254396,15.8949520996441,4.51085950651685
5.6,1248,2011,13,2.35,24,18,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,49900000,102,2176,4086,3,343,0,264,1,0,0,0,0,1,7.68524360797583,8.31532177537757,17.7255315607217,4.62497281328427
7.1,1251,2013,9,2.35,20,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1066167,90,788,1448,0,6377,0,6570,1,0,0,0,0,1,6.66949808985788,7.27793857294566,13.8795805318507,4.49980967033027
6.7,1253,2000,12,2.35,19,29,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18000000,115,455,6128,2,18697,0,817,0,1,0,0,0,1,6.12029741895095,8.72062371142043,16.7058823158604,4.74493212836325
6.2,1256,2004,11,2.35,5,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23000000,141,221,197,2,25775,0,2103,0,1,0,0,0,1,5.39816270151775,5.28320372873799,16.9510047738934,4.94875989037817
6.8,1258,2011,5,2.35,21,34,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,30000000,111,2112,2533,0,10898,0,1087,0,1,0,0,0,1,7.65539064482615,7.83715965000168,17.2167079396264,4.70953020131233
7.2,1261,2008,25,1.85,20,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,30000000,118,2820,1200,1,4125,0,376,1,0,0,0,0,1,7.94449216393216,7.09007683577609,17.2167079396264,4.77068462446567
6.6,1264,2017,10,2.35,28,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,26000000,115,125,1864,5,4125,0,513,1,0,0,0,0,1,4.8283137373023,7.53047999524554,17.0736070959858,4.74493212836325
7.5,1268,2006,13,2.35,37,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,15000000,107,168,10505,2,25717,0,14023,1,0,0,0,0,1,5.12396397940326,9.2596066132791,16.5235607590665,4.67282883446191
4.4,1280,2000,7,1.85,14,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3000000,82,1,29865,1,23564,0,4922,1,0,0,0,0,1,0,10.3044425051664,14.9141228466324,4.40671924726425
7.7,1290,2007,25,2.35,32,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,6000000,121,1603,5392,1,216815,0,4274,1,0,0,0,0,1,7.37963215260955,8.59267165259214,15.6072700271923,4.79579054559674
6.6,1294,2013,13,1.85,5,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15000000,106,802,7423,1,10184,0,150,1,0,0,0,0,1,6.68710860786651,8.91233856711755,16.5235607590665,4.66343909411207
5.6,1295,1996,19,1.85,21,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,54000000,95,429,5720,1,1587,0,1892,0,1,0,0,0,1,6.06145691892802,8.65172408437384,17.8044946045285,4.55387689160054
6.9,1297,2001,18,2.35,13,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31000000,101,93,10087,1,4125,0,671,0,1,0,0,0,1,4.53259949315326,9.21900274505484,17.2494977624494,4.61512051684126
7.3,1305,2014,16,2.35,49,21,14,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,50000000,95,617,3893,1,1458,1,573,0,0,0,0,0,1,6.42486902390539,8.26693534761046,17.7275335633924,4.55387689160054
6.2,1308,2005,11,2.35,26,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,30000000,104,208,8859,1,3859,0,4742,0,1,0,0,0,1,5.33753807970132,9.08918917041203,17.2167079396264,4.64439089914137
8,1315,2001,16,1.85,22,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15000000,147,1388,813,1,1724,0,52,1,0,0,0,0,1,7.23561914106675,6.70073110954781,16.5235607590665,4.99043258677874
5.9,1319,2007,10,2.35,44,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,20000000,99,488,8887,5,1816,0,4880,0,0,0,0,0,1,6.19031540585315,9.09234481373847,16.8112428315183,4.59511985013459
6.8,1323,2005,36,2.35,23,20,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,50000000,109,210,710,0,2216,0,651,0,0,0,0,0,1,5.34710753071747,6.56526497003536,17.7275335633924,4.69134788222914
7.6,1324,2006,21,2.35,12,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6500000,92,613,6603,0,12207,0,1304,1,0,0,0,0,1,6.41836493593621,8.79527937019457,15.6873127348659,4.52178857704904
6.7,1331,2001,24,2.35,21,18,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,38000000,106,2028,1492,2,886,0,1737,0,1,0,0,0,1,7.61480536471107,7.30787278076371,17.4530967176907,4.66343909411207
6.5,1336,2005,7,2.35,16,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26000000,85,257,4945,0,4045,0,5357,0,1,0,0,0,1,5.54907608489522,8.50613224405681,17.0736070959858,4.44265125649032
6.7,1339,2003,14,1.85,12,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5000000,92,18,31057,0,21527,0,6602,1,0,0,0,0,1,2.89037175789616,10.3435795047873,15.4249484703984,4.52178857704904
6.5,1346,2010,10,2.35,19,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,650000,98,859,12303,1,22122,0,5308,1,0,0,0,0,1,6.75576892198425,9.41759841406017,13.3847276418718,4.58496747867057
7.2,1365,2015,10,1.85,12,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,35000000,121,378,2148,2,1805,0,379,0,1,0,0,0,1,5.93489419561959,7.67229245562876,17.3708586194537,4.79579054559674
5.9,1367,2008,10,2.35,28,29,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,30000000,108,9,9088,1,2985,0,516,1,0,0,0,0,1,2.19722457733622,9.11471014096093,17.2167079396264,4.68213122712422
6.8,1370,1998,8,1.85,20,35,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,30000000,108,169,12768,1,14903,0,3419,1,0,0,0,0,1,5.12989871492307,9.45469731968959,17.2167079396264,4.68213122712422
4.8,1375,2001,10,1.85,13,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,22000000,84,62,10539,1,16543,0,17998,0,1,0,0,0,1,4.12713438504509,9.26283794093394,16.9065530113226,4.43081679884331
6.1,1385,2009,30,1.78,20,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,5000000,87,10,12028,1,4093,0,3655,1,0,0,0,0,1,2.30258509299405,9.39499254410842,15.4249484703984,4.46590811865458
5.4,1388,2010,5,2.35,14,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,22000000,105,676,8215,1,769,0,379,1,0,0,0,0,1,6.51619307604296,9.01371703047137,16.9065530113226,4.65396035015752
5.9,1397,2007,12,2.35,12,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20000000,113,329,7935,3,200,0,3264,1,0,0,0,0,1,5.79605775076537,8.97903863296051,16.8112428315183,4.72738781871234
7.1,1398,1977,20,2.35,32,14,14,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,14000000,123,521,3121,2,3535,0,2577,0,0,0,0,0,1,6.25575004175337,8.04590874227078,16.4545678875795,4.81218435537242
7.4,1399,2006,12,1.85,22,9,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1000000,103,198,11569,2,49550,0,2781,1,0,0,0,0,1,5.28826703069454,9.35608438602889,13.8155105579643,4.63472898822964
8.5,1410,2014,8,2.4,11,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3300000,107,3091,597,0,7775,0,1304,1,0,0,0,0,1,8.03624994213212,6.3919171133926,15.0094330264367,4.67282883446191
6.8,1411,2014,15,2.35,30,21,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,34000000,113,1699,1634,0,11764,0,5999,0,1,0,0,0,1,7.43779512167193,7.39878627541995,17.3418710825804,4.72738781871234
6.7,1416,2000,17,1.85,15,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,23000000,98,2098,2165,1,4122,0,6614,1,0,0,0,0,1,7.64873978895624,7.68017564043659,16.9510047738934,4.58496747867057
6.5,1425,2008,9,1.85,24,19,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19000000,129,498,2401,1,4638,0,351,1,0,0,0,0,1,6.21060007702465,7.78364059622125,16.7599495371307,4.85981240436167
7.3,1428,2008,12,2.35,28,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,20000000,111,460,4694,0,5391,0,304,1,0,0,0,0,1,6.13122648948314,8.45404037641097,16.8112428315183,4.70953020131233
7,1430,1996,13,1.85,12,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12000000,92,601,2458,1,10528,0,383,0,1,0,0,0,1,6.39859493453521,7.80710329012598,16.3004172077523,4.52178857704904
5.9,1432,1986,16,1.85,39,18,11,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,25000000,94,62,6645,1,9896,0,10959,0,1,0,0,0,1,4.12713438504509,8.80161997114735,17.0343863828325,4.54329478227
7.6,1449,2006,9,2.35,22,18,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15000000,111,739,3895,0,5755,0,12053,1,0,0,0,0,1,6.6052979209482,8.26744895830485,16.5235607590665,4.70953020131233
5.7,1453,2001,21,2.35,14,29,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48000000,102,105,10819,4,16060,0,513,0,1,0,0,0,1,4.65396035015752,9.28905912668757,17.6867115688722,4.62497281328427
6.5,1472,2000,10,1.85,18,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10000000,135,66,15003,0,1892,0,16044,1,0,0,0,0,1,4.18965474202643,9.61600546008701,16.1180956509583,4.90527477843843
7.9,1477,1980,18,1.85,25,18,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,27000000,148,678,1592,1,5789,0,3472,1,0,0,0,0,1,6.5191472879404,7.37274636640433,17.1113474239686,4.99721227376411
6.3,1479,2014,12,2.35,13,18,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20000000,104,221,3709,0,6743,0,1625,0,1,0,0,0,1,5.39816270151775,8.21851757748959,16.8112428315183,4.64439089914137
6.4,1480,2012,30,2.35,13,35,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22000000,94,220,6526,2,7153,0,4834,0,0,0,0,0,1,5.39362754635236,8.78354947715327,16.9065530113226,4.54329478227
5.5,1482,2005,15,1.85,21,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25000000,100,32,4992,3,2418,0,1715,0,0,0,0,0,1,3.46573590279973,8.51559191004926,17.0343863828325,4.60517018598809
5,1483,1998,10,1.85,20,12,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15000000,91,25,20242,2,1357,0,1870,0,1,0,0,0,1,3.2188758248682,9.91551493274885,16.5235607590665,4.51085950651685
7,1485,2013,15,2.35,20,14,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,20000000,109,1221,2643,6,331300,0,9504,1,0,0,0,0,1,7.1074254741107,7.87966991460429,16.8112428315183,4.69134788222914
7.8,1487,2015,13,2.35,30,18,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,28000000,130,2017,773,4,22896,0,215,1,0,0,0,0,1,7.60936653795421,6.65027904858742,17.1477150681395,4.86753445045558
6.4,1488,1978,8,1.85,5,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11000000,145,16,16470,2,4205,0,151,0,0,0,0,0,1,2.77258872223978,9.70929582317169,16.2134058307626,4.97673374242057
7.7,1489,1997,5,1.85,29,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5500000,105,403,7770,0,31210,0,2977,0,1,0,0,0,1,5.99893656194668,8.95802544336169,15.5202586502027,4.65396035015752
6.1,1490,2011,24,2.35,15,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1100000,110,219,1381,1,5163,0,14086,1,0,0,0,0,1,5.3890717298165,7.23056315340929,13.9108207377686,4.70048036579242
6.8,1492,2008,9,2.35,31,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1500000,103,2,24720,1,32994,0,1985,0,1,0,0,0,1,0.693147180559945,10.1153679115716,14.2209756660724,4.63472898822964
6.7,1496,1997,6,2.35,21,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20000000,127,309,3605,1,6230,0,4645,0,0,0,0,0,1,5.73334127689775,8.19007704971905,16.8112428315183,4.84418708645859
7.9,1499,2009,12,2.35,11,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6000000,109,3308,3668,0,14005,0,2586,1,0,0,0,0,1,8.10409905614358,8.20740183337636,15.6072700271923,4.69134788222914
7.2,1501,2003,11,1.85,20,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,850000,107,33,14498,2,2298,0,674,1,0,0,0,0,1,3.49650756146648,9.58176598786082,13.6529916284665,4.67282883446191
7.6,1505,1996,16,1.85,11,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11000000,122,410,3974,0,10132,0,4576,1,0,0,0,0,1,6.01615715969835,8.28752842311176,16.2134058307626,4.80402104473326
7,1512,2010,16,2.35,25,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,12500000,118,144,24886,0,4461,0,2999,0,0,0,0,0,0,4.969813299576,10.1220606753356,16.3412392022725,4.77068462446567
2,1521,2007,17,1.85,12,30,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7000000,93,3,22240,0,13180,0,3235,0,1,0,0,0,1,1.09861228866811,10.0096477483645,15.7614207070196,4.53259949315326
6.7,1522,1998,11,2.35,30,18,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,50000000,115,143,2570,1,1936,0,566,0,1,0,0,0,1,4.96284463025991,7.85166117788927,17.7275335633924,4.74493212836325
6.6,1524,1994,22,2.35,40,18,12,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,35000000,118,150,8176,0,3898,0,6476,0,0,0,0,0,1,5.01063529409626,9.00895831244349,17.3708586194537,4.77068462446567
7.2,1528,1999,14,2.35,20,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,21500000,117,166,9374,1,4125,0,411,1,0,0,0,0,1,5.11198778835654,9.14569517848265,16.8835634930979,4.76217393479776
7,1530,2009,13,1.85,23,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,40000000,123,31,4504,2,2080,0,559,0,1,0,0,0,1,3.43398720448515,8.41272116981953,17.5043900120782,4.81218435537242
6.9,1533,2011,19,2.35,13,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38000000,120,4166,4020,1,3417,0,740,0,1,0,0,0,1,8.33471162182092,8.29903718161307,17.4530967176907,4.78749174278205
5.8,1538,1994,7,2.35,28,18,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,27000000,99,235,8795,1,2773,0,1200,1,0,0,0,0,1,5.45958551414416,9.08193865717166,17.1113474239686,4.59511985013459
5,1540,2011,9,2.35,23,9,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35000000,106,2120,6776,1,13337,0,41868,0,1,0,0,0,1,7.65917136766606,8.82114223633189,17.3708586194537,4.66343909411207
7.4,1552,2013,16,1.85,22,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,40000000,157,7099,1573,0,23963,0,2017,1,0,0,0,0,1,8.86770920803939,7.36073990305828,17.5043900120782,5.05624580534831
7.7,1554,2007,21,1.85,21,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1000000,53,354,22746,0,67009,0,19368,1,0,0,0,0,1,5.86929691313377,10.0321445847444,13.8155105579643,3.97029191355212
5.2,1556,2004,20,1.85,14,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26000000,110,42,17546,2,998,0,3740,0,1,0,0,0,1,3.73766961828337,9.77258128268833,17.0736070959858,4.70048036579242
6.5,1561,1977,24,1.85,6,39,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,650000,83,117,8666,0,36430,0,14143,1,0,0,0,0,1,4.76217393479776,9.06716260229985,13.3847276418718,4.4188406077966
6.7,1564,2002,23,1.85,20,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4000000,110,209,5952,2,2999,0,852,1,0,0,0,0,1,5.34233425196481,8.69148257651293,15.2018049190842,4.70048036579242
6.6,1567,1997,14,2.35,28,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,27000000,115,6,7102,1,3754,0,856,1,0,0,0,0,1,1.79175946922805,8.86813171350303,17.1113474239686,4.74493212836325
7.6,1568,1990,23,1.85,11,18,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,54000000,170,198,1896,1,1354,0,516,1,0,0,0,0,1,5.28826703069454,7.54750168281497,17.8044946045285,5.13579843705026
7.6,1573,2006,21,1.85,28,29,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,38000000,113,601,5145,1,312677,0,505,0,1,0,0,0,1,6.39859493453521,8.54578064826815,17.4530967176907,4.72738781871234
6.1,1582,2014,19,2.35,14,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8000000,94,786,3303,3,2246,0,432,1,0,0,0,0,1,6.66695679242921,8.10258642539079,15.8949520996441,4.54329478227
5.5,1583,2008,15,2.35,14,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25000000,97,895,1220,1,1970,0,18,0,1,0,0,0,1,6.79682371827486,7.1066061377273,17.0343863828325,4.57471097850338
5.2,1587,2006,19,1.33,41,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4200000,98,6028,2837,0,4026,0,4439,0,0,0,1,0,1,8.70417055974639,7.95050243480885,15.2505950832536,4.58496747867057
7.1,1590,2000,13,1.85,12,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2200000,99,59,8994,2,11956,0,5492,1,0,0,0,0,1,4.07753744390572,9.10431296733065,14.6039679183285,4.59511985013459
6.5,1600,2011,9,1.85,19,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8200000,107,1139,2819,0,3060,0,4137,0,0,0,0,0,1,7.03790596344718,7.94413749111411,15.9196447122345,4.67282883446191
5.8,1602,2004,9,2.35,20,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,10000000,93,3,66740,2,27604,0,1259,1,0,0,0,0,1,1.09861228866811,11.1085597523054,16.1180956509583,4.53259949315326
6.8,1605,2010,6,1.85,21,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12000000,111,367,16018,2,11852,0,3006,0,1,0,0,0,1,5.90536184805457,9.68146836888363,16.3004172077523,4.70953020131233
