"imdb_score","movie_id","release_year","movie_title_length","aspect_ratio","genres_length","distributor_length","actor1_length","is_Miramax","is_Nov","is_Dec","comput","campus","holiday","riot","terror","escap","wish","love","action","adventure","scifi","thriller","western","sport","horror","drama","war","crime","documentary","biography","fantasy","comedy","family","movie_budget","duration","nb_news_articles","movie_meter_IMDBpro","nb_faces","actor3_star_meter","animation","actor1_star_meter","R","PG.13","Approved","TV.G","TV.14","is_color","log_nb_news_articles","log_movie_meter_IMDBpro","log_movie_budget","log_duration","log_actor1_star_meter","log_actor3_star_meter","log_nb_faces"
6.5,3141,2010,17,2.35,21,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,44000000,99,1018,5438,1,16817,0,10477,0,1,0,0,0,1,6.92559519711047,8.60116662519242,17.5997001918825,4.59511985013459,9.25693765735297,9.73014555852275,0
8.3,3144,1989,34,2.35,24,18,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,48000000,127,549,1084,5,1588,0,413,0,1,0,0,0,1,6.30809844150953,6.98841318199959,17.6867115688722,4.84418708645859,6.02344759296103,7.37023064180708,1.6094379124341
6.3,3145,2010,12,2.35,20,14,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6500000,88,185,34836,7,30333,0,10289,0,1,0,0,0,1,5.22035582507832,10.4584066138126,15.6873127348659,4.47733681447821,9.23883064237581,10.3199915077595,1.94591014905531
5.4,3146,2008,9,2.35,35,21,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,35000000,103,897,2542,1,5887,0,376,0,1,0,0,0,1,6.7990558620588,7.8407064517494,17.3708586194537,4.63472898822964,5.92958914338989,8.68050180902826,0
8.1,3147,1958,21,1.85,13,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3000000,108,20,4644,0,19199,0,10973,0,0,1,0,0,1,2.99573227355399,8.44333134281778,14.9141228466324,4.68213122712422,9.3031929889908,9.86261347332616,0
4.9,3157,2011,16,2.35,39,20,13,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,30000000,89,1088,5955,0,52310,0,850,0,1,0,0,0,1,6.99209642741589,8.6919864817894,17.2167079396264,4.48863636973214,6.74523634948436,10.8649428363647,0
6.3,3161,1999,17,1.85,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7000000,100,2,48369,0,7361,0,4461,0,0,0,0,0,1,0.693147180559945,10.7866143916318,15.7614207070196,4.60517018598809,8.40312823512826,8.90395107205871,0
7.1,3163,2005,16,1.85,21,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,25000000,107,300,5149,0,1659,0,552,0,1,0,0,0,1,5.7037824746562,8.54655780004614,17.0343863828325,4.67282883446191,6.31354804627709,7.41397029019044,0
7.3,3175,2002,16,2.35,29,29,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,25000000,95,453,3916,0,8703,0,383,1,0,0,0,0,1,6.11589212548303,8.2728260036504,17.0343863828325,4.55387689160054,5.94803498918065,9.07142307278951,0
6.2,3192,2006,14,2.35,20,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1000000,99,3,46838,2,17952,0,11492,1,0,0,0,0,1,1.09861228866811,10.7544501182518,13.8155105579643,4.59511985013459,9.34940642009918,9.79545680832242,0.693147180559945
6.3,3197,2002,10,1.85,12,50,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12000000,102,388,6281,0,3346,0,10046,0,1,0,0,0,1,5.96100533962327,8.74528448245438,16.3004172077523,4.62497281328427,9.21492982430999,8.11552088154677,0
7.7,3199,1992,9,1.85,31,12,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,33000000,202,491,4107,0,48598,0,341,0,1,0,0,0,1,6.19644412779452,8.32044811395656,17.3120181194308,5.30826769740121,5.83188247728352,10.7913376567784,0
7.1,3207,2004,25,2.35,5,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30000000,120,1223,1651,0,89538,0,25002,1,0,0,0,0,1,7.10906213568717,7.40913644392013,17.2167079396264,4.78749174278205,10.1267111006505,11.4024183951595,0
7.2,3212,1993,16,1.85,13,13,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,800000,114,10,38252,1,2948,0,14665,1,0,0,0,0,1,2.30258509299405,10.5519511254694,13.5923670066501,4.7361984483945,9.59321898141155,7.98888225330923,0
6.3,3218,1989,12,2.35,28,12,18,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,55000000,97,7,5880,1,4796,0,151,1,0,0,0,0,1,1.94591014905531,8.67931204089267,17.8228437431967,4.57471097850338,5.01727983681492,8.4755375161474,0
6.9,3227,1998,11,1.85,11,35,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,25000000,136,139,8531,0,779,0,341,1,0,0,0,0,1,4.93447393313069,9.05146186690869,17.0343863828325,4.91265488573605,5.83188247728352,6.65801104587075,0
7,3232,2014,18,2.39,21,35,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,25000000,124,606,8238,0,14708,0,400,0,0,0,0,0,1,6.40687998606931,9.01651287499603,17.0343863828325,4.82028156560504,5.99146454710798,9.59614684242116,0
5.3,3255,2016,8,1.85,6,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29000000,99,558,2466,1,5661,0,751,1,0,0,0,0,1,6.32435896238131,7.81035268372429,17.1828063879507,4.59511985013459,6.62140565176413,8.64135583403666,0
8.8,3258,1994,12,2.35,12,18,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,55000000,142,2844,455,0,115100,0,86,0,1,0,0,0,0,7.95296679092313,6.12029741895095,17.8228437431967,4.95582705760126,4.45434729625351,11.65355659471,0
8.5,3259,1979,5,2.35,13,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,11000000,116,9318,622,0,8568,0,3067,1,0,0,0,0,1,9.13970329237674,6.43294009273918,16.2134058307626,4.75359019110636,8.02845516411425,9.05578961212758,0
6,3260,2001,16,1.85,14,30,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35000000,94,11,12763,2,498,0,3667274,0,1,0,0,0,1,2.39789527279837,9.45430563898269,17.3708586194537,4.54329478227,15.114959164742,6.21060007702465,0.693147180559945
2.5,3269,1999,13,1.85,26,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,18000000,97,51,11006,2,12386,0,1435,0,0,0,0,0,1,3.93182563272433,9.3061958576197,16.7058823158604,4.57471097850338,7.26892012819372,9.42432208149801,0.693147180559945
5.8,3280,2009,5,1.85,22,9,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,50000000,95,957,3539,1,1794,0,371,1,0,0,0,0,1,6.86380339145295,8.17159948034546,17.7275335633924,4.55387689160054,5.91620206260743,7.49220304261874,0
6.9,3289,1998,11,1.85,19,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,30000000,114,26,8741,2,6762,0,3555,0,0,0,0,0,1,3.25809653802148,9.07577987858049,17.2167079396264,4.7361984483945,8.17611034223734,8.81907398326783,0.693147180559945
5.6,3291,1996,14,1.85,28,21,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,50000000,107,45,8252,1,9751,0,181,0,1,0,0,0,1,3.80666248977032,9.01821087419114,17.7275335633924,4.67282883446191,5.19849703126583,9.18512512283512,0
6.7,3293,1984,14,1.85,6,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4500000,96,794,2151,0,8419,0,2198,1,0,0,0,0,1,6.67708346124714,7.67368812926773,15.3195879547405,4.56434819146784,7.69530313496357,9.03824633533766,0
5.4,3298,2014,9,2.35,14,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6500000,99,820,1360,0,5987,0,2735,1,0,0,0,0,1,6.7093043402583,7.2152399787301,15.6873127348659,4.59511985013459,7.91388671485608,8.69734573092535,0
6.7,3301,2016,16,2.35,31,24,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,18000000,112,816,4468,0,3544,0,345,0,1,0,0,0,1,6.70441435496411,8.40469616018909,16.7058823158604,4.71849887129509,5.84354441703136,8.17301131172497,0
6.2,3303,2014,10,2.35,27,18,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25000000,99,1141,5323,1,2496,0,4461,0,1,0,0,0,1,7.03966034986208,8.57979233317276,17.0343863828325,4.59511985013459,8.40312823512826,7.82244472948932,0
6.2,3320,2009,7,2.35,29,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,50000000,121,1044,3730,0,16425,0,133,0,1,0,0,0,1,6.95081476844258,8.22416351263786,17.7275335633924,4.79579054559674,4.89034912822175,9.70655984335281,0
5.5,3321,1999,9,1.85,22,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,30000000,100,112,14652,0,10551,0,159,1,0,0,0,0,1,4.71849887129509,9.59233212389871,17.2167079396264,4.60517018598809,5.06890420222023,9.26397592114209,0
5.6,3323,2000,8,1.85,12,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23000000,88,7,21782,4,6283,0,13992,0,1,0,0,0,1,1.94591014905531,9.98883921963563,16.9510047738934,4.47733681447821,9.54624101669844,8.74560285240295,1.38629436111989
7,3324,1990,5,1.85,30,18,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,22000000,127,1179,2604,0,14950,0,980,0,1,0,0,0,1,7.07242190053737,7.86480400332846,16.9065530113226,4.84418708645859,6.88755257166462,9.61246657881883,0
4.3,3326,2013,8,1.85,6,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6000000,94,1190,2362,10,1758,0,336,1,0,0,0,0,1,7.08170858610557,7.76726399675731,15.6072700271923,4.54329478227,5.8171111599632,7.47193207824512,2.30258509299405
6,3331,1999,13,2.35,35,15,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,30000000,110,8,22999,2,21725,0,6041,1,0,0,0,0,1,2.07944154167984,10.0432060157052,17.2167079396264,4.70048036579242,8.70632484013874,9.98621895013359,0.693147180559945
5.9,3335,2004,16,1.85,14,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42000000,90,243,3222,1,1958,0,1232,0,1,0,0,0,1,5.49306144334055,8.07775756373692,17.5531801762476,4.49980967033027,7.11639414409346,7.57967882309046,0
6.6,3344,2005,37,2.35,27,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,25000000,119,340,2572,0,5938,0,2337,0,0,0,0,0,1,5.82894561761021,7.85243908535751,17.0343863828325,4.77912349311153,7.75662333453886,8.68912765532371,0
6.6,3348,1992,30,1.85,23,21,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,18000000,120,154,2706,2,6570,0,1578,0,0,0,0,0,1,5.03695260241363,7.90322680873073,16.7058823158604,4.78749174278205,7.36391350140582,8.79026911147866,0.693147180559945
6.5,3363,1944,14,1.37,14,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2361000,101,25,38364,2,15896,0,15293,0,0,0,0,0,1,3.2188758248682,10.5548747988478,14.6745958160677,4.61512051684126,9.63515048634812,9.67382278423165,0.693147180559945
6.9,3368,1993,14,2.35,27,21,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,25000000,125,719,2836,5,3140,0,566,0,1,0,0,0,1,6.57786135772105,7.95014988765202,17.0343863828325,4.8283137373023,6.33859407820318,8.0519780789023,1.6094379124341
5.6,3375,2007,22,1.85,12,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15000000,113,16,10924,8,16558,0,2805,0,1,0,0,0,1,2.77258872223978,9.2987174825936,16.5235607590665,4.72738781871234,7.9391588179568,9.71462464769875,2.07944154167984
8.3,3380,2004,37,1.85,28,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,20000000,108,1986,876,1,4548,0,48,1,0,0,0,0,1,7.59387784460512,6.77536609093639,16.8112428315183,4.68213122712422,3.87120101090789,8.42244285487043,0
8.2,3381,2006,14,2.35,21,12,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,54000000,132,1843,1296,1,5006,0,264,1,0,0,0,0,1,7.51914995766982,7.16703787691222,17.8044946045285,4.88280192258637,5.57594910314632,8.51839247199172,0
5.2,3382,1978,7,1.85,38,18,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,24000000,118,271,6987,0,21317,0,13066,0,0,0,0,0,1,5.6021188208797,8.85180655855245,16.9935643883122,4.77068462446567,9.4777687154007,9.96726015543319,0
6.6,3393,1999,19,2.35,27,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,35000000,112,158,4996,0,4476,0,327,0,1,0,0,0,1,5.06259503302697,8.51639287124547,17.3708586194537,4.71849887129509,5.78996017089725,8.40648506943182,0
7,3400,1986,6,2.35,38,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,30000000,132,371,1882,2,4254,0,20,1,0,0,0,0,1,5.91620206260743,7.54009032014532,17.2167079396264,4.88280192258637,2.99573227355399,8.35561499576018,0.693147180559945
6.5,3401,2014,13,1.85,6,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17000000,104,244,4243,1,2821,0,3288,1,0,0,0,0,1,5.4971682252932,8.35302584520232,16.6487239020205,4.64439089914137,8.09803475617607,7.944846711002,0
5.6,3403,1997,31,2.35,23,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,17000000,99,668,3283,1,1247,0,9815,1,0,0,0,0,1,6.50428817353665,8.09651291750159,16.6487239020205,4.59511985013459,9.19166710671056,7.12849594568004,0
5.4,3416,2001,8,1.85,37,15,14,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,35000000,88,2061,3753,0,3785,0,945,0,0,0,0,0,1,7.63094658089046,8.23031079913502,17.3708586194537,4.47733681447821,6.85118492749374,8.23880116587155,0
7.9,3419,2004,12,2.35,13,15,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29000000,123,1926,628,0,4361,0,215,0,1,0,0,0,1,7.56320059235807,6.4425401664682,17.1828063879507,4.81218435537242,5.37063802812766,8.38045666784277,0
6.1,3430,2004,5,1.85,30,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,20000000,100,396,10472,1,3454,0,7886,1,0,0,0,0,1,5.98141421125448,9.25646030758974,16.8112428315183,4.60517018598809,8.97284431443757,8.14728825870662,0
6.2,3436,2011,9,1.85,28,9,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4000000,88,2159,6606,0,2450,0,2080,1,0,0,0,0,1,7.67740043051481,8.79573360595074,15.2018049190842,4.47733681447821,7.64012317269536,7.80384330353877,0
7.3,3444,2014,11,1.85,12,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13000000,102,827,5797,3,3389,0,1278,0,1,0,0,0,1,6.71780469502369,8.66509582133973,16.3804599154258,4.62497281328427,7.15305163493748,8.12829017160705,1.09861228866811
7.3,3447,2013,15,2.35,11,14,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,40000000,138,6467,836,5,9,0,84,1,0,0,0,0,1,8.77446760144659,6.7286286130847,17.5043900120782,4.92725368515721,4.43081679884331,2.19722457733622,1.6094379124341
5.2,3467,2012,4,1.85,20,14,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,30000000,93,306,7933,1,20688,0,5748,1,0,0,0,0,1,5.72358510195238,8.978786553302,17.2167079396264,4.53259949315326,8.65660724719891,9.93730910101164,0
6.1,3478,2015,12,1.85,13,18,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50000000,96,223,2487,2,9692,0,505,0,1,0,0,0,1,5.40717177146012,7.8188324438034,17.7275335633924,4.56434819146784,6.22455842927536,9.17905608193642,0.693147180559945
6.5,3480,2014,11,2.35,20,20,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10000000,97,5,29179,0,1947,0,4046,0,1,0,0,0,1,1.6094379124341,10.2812045514416,16.1180956509583,4.57471097850338,8.30548401772769,7.5740450053722,0
6.8,3481,2005,10,1.85,6,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3000000,94,160,2149,3,2418,0,125,1,0,0,0,0,1,5.07517381523383,7.67275789664251,14.9141228466324,4.54329478227,4.8283137373023,7.79069603117474,1.09861228866811
4.5,3484,1988,15,1.85,15,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10500000,98,53,6925,0,8666,0,3067,0,1,0,0,0,1,3.97029191355212,8.84289333105554,16.1668858151278,4.58496747867057,8.02845516411425,9.06716260229985,0
3.3,3486,2003,47,1.85,9,22,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,120,0,58344,1,94949,0,16333,0,1,0,0,0,1,0,10.9741118046641,14.5086577385242,4.78749174278205,9.70094288005314,11.4610951843261,0
7.8,3487,2008,9,1.85,25,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,30000000,123,2845,1155,1,4392,0,259,1,0,0,0,0,1,7.95331834656043,7.05185562295589,17.2167079396264,4.81218435537242,5.55682806169954,8.38753998318937,0
5.5,3488,2001,20,2.35,22,18,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,53000000,89,62,16597,1,8483,0,1366,0,1,0,0,0,1,4.12713438504509,9.71697723512072,17.7858024715164,4.48863636973214,7.21964204013074,9.04581943980773,0
6.2,3495,2005,8,2.35,30,20,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,35000000,100,227,2210,3,4083,0,2795,0,0,0,0,0,1,5.4249500174814,7.7007477945118,17.3708586194537,4.60517018598809,7.9355873855892,8.31458729131958,1.09861228866811
6.2,3508,2006,7,1.85,14,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10000000,121,376,5371,0,2086,0,6664,1,0,0,0,0,1,5.92958914338989,8.58876938990546,16.1180956509583,4.79579054559674,8.80447518384668,7.64300363556072,0
7.4,3509,2009,19,2.35,20,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,50000000,118,1296,2024,0,5132,0,371,1,0,0,0,0,1,7.16703787691222,7.61283103040736,17.7275335633924,4.77068462446567,5.91620206260743,8.54325072573553,0
7.1,3514,1999,11,2.35,33,12,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,48000000,114,1005,6229,1,3743,0,367,1,0,0,0,0,1,6.91274282049318,8.73697108525415,17.6867115688722,4.7361984483945,5.90536184805457,8.22764270790443,0
6.9,3526,1997,9,2.35,35,18,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,36000000,93,55,6307,0,2097,0,1933,1,0,0,0,0,1,4.00733318523247,8.74941540666365,17.3990294964204,4.53259949315326,7.56682847920833,7.64826303090192,0
6.6,3528,1954,12,2.55,13,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5000000,139,26,21900,0,3959,0,3980,0,0,1,0,0,1,3.25809653802148,9.99424191580459,15.4249484703984,4.93447393313069,8.28903709827848,8.28374674710613,0
7.8,3539,2014,22,1.85,13,17,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12000000,133,2801,1458,0,2248,0,210,0,1,0,0,0,1,7.93773177526011,7.2848209125686,16.3004172077523,4.89034912822175,5.34710753071747,7.71779621101358,0
6.8,3547,2013,7,2.35,12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11000000,98,501,17344,4,10988,0,19596,0,1,0,0,0,1,6.21660610108486,9.76100190423937,16.2134058307626,4.58496747867057,9.88308074275847,9.30455904721516,1.38629436111989
6.8,3558,1997,24,1.85,22,13,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20000000,101,94,11685,0,3323671,0,1552,1,0,0,0,0,1,4.54329478227,9.36606124697296,16.8112428315183,4.61512051684126,7.34729970074316,15.0165804529229,0
7.2,3561,2009,14,1.85,14,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15000000,92,633,8466,1,5065,0,5670,0,1,0,0,0,1,6.45047042214418,9.04381342108087,16.5235607590665,4.52178857704904,8.6429443967218,8.53010941668278,0
7.6,3571,1987,10,1.85,6,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16000000,88,108,14907,0,6849,0,6313,0,0,0,0,0,1,4.68213122712422,9.60958618027043,16.5880992802041,4.47733681447821,8.75036627836763,8.83185793519791,0
6.8,3582,2004,18,1.85,20,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25000000,110,14,1405,2,17247,0,3779,1,0,0,0,0,1,2.63905732961526,7.24779258176785,17.0343863828325,4.70048036579242,8.23721470334949,9.7553934942914,0.693147180559945
6.1,3583,1998,12,1.85,12,20,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,20000000,90,194,1520,0,8228,0,383,0,1,0,0,0,0,5.26785815906333,7.32646561384032,16.8112428315183,4.49980967033027,5.94803498918065,9.01529825077285,0
7.4,3585,1980,10,1.85,12,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6000000,98,453,2201,3,4856,0,1278,1,0,0,0,0,1,6.11589212548303,7.69666708152646,15.6072700271923,4.58496747867057,7.15305163493748,8.48797033273933,1.09861228866811
7.1,3589,1993,5,1.85,34,20,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,32000000,120,131,3797,3,13587,0,1469,1,0,0,0,0,1,4.87519732320115,8.2419665602318,17.281246460764,4.78749174278205,7.29233717617388,9.51686873222432,1.09861228866811
6.5,3597,2006,41,1.85,23,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16800000,122,53,11386,2,6575,0,159,1,0,0,0,0,1,3.97029191355212,9.34013980951103,16.6368894443735,4.80402104473326,5.06890420222023,8.79102985704596,0.693147180559945
7.2,3598,2004,37,1.85,6,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26000000,98,3677,2736,5,296,0,24695,0,1,0,0,0,1,8.20985248130127,7.91425227874244,17.0736070959858,4.58496747867057,10.1143560729747,5.69035945432406,1.6094379124341
5.1,3601,1989,25,1.33,27,19,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2300000,96,16,20283,2,171431,0,94984,1,0,0,0,0,1,2.77258872223978,9.91753837575879,14.6484196808994,4.56434819146784,11.4614637353456,12.0519361322692,0.693147180559945
6.2,3602,2010,6,2.35,21,11,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,20000000,107,911,3039,5,98,0,1737,0,1,0,0,0,1,6.81454289725996,8.01928379291679,16.8112428315183,4.67282883446191,7.4599147662411,4.58496747867057,1.6094379124341
7.1,3612,2009,8,2.35,14,16,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,26000000,105,25,3479,0,485,0,264,1,0,0,0,0,1,3.2188758248682,8.15450017515194,17.0736070959858,4.65396035015752,5.57594910314632,6.18414889093748,0
7.4,3613,2007,19,2.35,29,29,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,45000000,133,746,4056,0,12574,0,2533,0,1,0,0,0,1,6.61472560020376,8.30795254527102,17.6221730477346,4.89034912822175,7.83715965000168,9.43938646894301,0
7.5,3618,2002,11,2.35,28,7,14,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,20000000,107,235,3508,2,3534,0,49,1,0,0,0,0,1,5.45958551414416,8.16280135349207,16.8112428315183,4.67282883446191,3.89182029811063,8.17018565287964,0.693147180559945
5.4,3624,2002,19,2.35,20,12,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30000000,99,81,7535,1,3915,0,114,0,1,0,0,0,1,4.39444915467244,8.9273141110606,17.2167079396264,4.59511985013459,4.7361984483945,8.2725706084249,0
6.9,3639,1989,32,2.35,29,14,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,10000000,90,94,2189,6,6635,0,181,0,0,0,0,0,1,4.54329478227,7.69120009752286,16.1180956509583,4.49980967033027,5.19849703126583,8.80011394676631,1.79175946922805
